UwnXA4ox3K9RMGaRwqgaBw	lqx--hrRwe0oK6WnFYNXlg	-2.13370	2.13370
UwnXA4ox3K9RMGaRwqgaBw	_ZyJLAlkmqefU0WXQ2o6jQ	0.96911	0.96911
J3baStGXE2xRXYcgABj00A	BVRWDjbj9g712L5INfhKog	-0.90767	0.90767
_QbGo-V3NT6MUfIWpQgZNQ	sIyHTizqAiGu12XMLX3N3g	-0.65022	0.65022
MgM1QYyaLYmfjdesfYDLrg	E9ZsPtGovfEPHlMHkDdlQA	0.85468	0.85468
MgM1QYyaLYmfjdesfYDLrg	vSf0pqvaLp5sVSjJPeOqqQ	0.95136	0.95136
MgM1QYyaLYmfjdesfYDLrg	QJlab4DqvBRJPUfg7Vn5ZQ	-0.08710	0.08710
b-93VRhI5SmtBkFeO1PYmw	ZRHDA3fLcwQsrBqUEo8KIg	0.89621	0.89621
5lfc5Vc7NtKHlzLixUZ1fA	KOOtk3mhxPoJtjGGtP54qQ	-0.27373	0.27373
5lfc5Vc7NtKHlzLixUZ1fA	lW0kmB01LDdXJvBpZWKgNg	0.75963	0.75963
NQ1FQJvmmpdt2Amll84gMA	IRYj1b1-mlXqABVsl9SoqQ	-1.21332	1.21332
NQ1FQJvmmpdt2Amll84gMA	rad3s5u3uNco7mZXQ-arOg	-0.17182	0.17182
NQ1FQJvmmpdt2Amll84gMA	thChit1w56sjMYwZwxaP1Q	1.09426	1.09426
NQ1FQJvmmpdt2Amll84gMA	qLa_684GMvVfR4WNHshQSA	-0.15398	0.15398
NQ1FQJvmmpdt2Amll84gMA	nX38puAVP3qV7AjYANkObA	-1.12570	1.12570
NQ1FQJvmmpdt2Amll84gMA	HyfFenprdpIA4rmKu6DW3g	-0.27534	0.27534
PrzowtC0DJ7UIYJ5ydMwig	RhbOa-Ft3sZB4B_1j5LfyA	-1.40259	1.40259
6Mn7lNMKL8vU1bPpWPjWKw	AfWA8pvc5AW9QafQLui7_A	0.00000	0.00000
mP_Rd_iQV1jjaddaviu0Kg	t65wgP7lQrCqxjBpMwOdbw	0.46325	0.46325
38ei7Gi1n8JdcG93xzcv0Q	uqxw_geNvNbPs_YY4TAhCA	0.52983	0.52983
IxmLUff2CYzBw2fMTSrwzg	05fTEsjUPVo5jks8PpNKCQ	0.00000	0.00000
ZytTP_2ofL7vZcWAa3ARPg	1_tzgIokeCFWkeLpPzMFqw	0.58687	0.58687
t7TUopLpmp5i2qfUw0TmvA	PNThcRNEFI3azvfhvhd_KA	2.25531	2.25531
t7TUopLpmp5i2qfUw0TmvA	JauLZ0TL3D3VIGtSnStzhA	-0.76512	0.76512
mwbpjCuUK_7LcmcvviT19g	pVH6ngKnMdJSpkFEw0XKlQ	-0.57141	0.57141
mwbpjCuUK_7LcmcvviT19g	2e2e7WgqU1BnpxmQL5jbfw	-0.82576	0.82576
f-szx4elIV9GaF4PE5Hs5g	BsPVtrxmqHeZ7BwORWLvrA	-0.44818	0.44818
dmVQgFJ31R0alu46PauDBg	QJlab4DqvBRJPUfg7Vn5ZQ	-0.75464	0.75464
faViT3oFK9fAalx3Ch6DQg	Hl8ChFS_0BgSKYxNAdOzbQ	0.28831	0.28831
