UwnXA4ox3K9RMGaRwqgaBw	lqx--hrRwe0oK6WnFYNXlg	-2.11936	2.11936
UwnXA4ox3K9RMGaRwqgaBw	_ZyJLAlkmqefU0WXQ2o6jQ	1.05926	1.05926
J3baStGXE2xRXYcgABj00A	BVRWDjbj9g712L5INfhKog	-0.95194	0.95194
_QbGo-V3NT6MUfIWpQgZNQ	sIyHTizqAiGu12XMLX3N3g	-0.60607	0.60607
MgM1QYyaLYmfjdesfYDLrg	E9ZsPtGovfEPHlMHkDdlQA	0.83671	0.83671
MgM1QYyaLYmfjdesfYDLrg	vSf0pqvaLp5sVSjJPeOqqQ	0.91847	0.91847
MgM1QYyaLYmfjdesfYDLrg	QJlab4DqvBRJPUfg7Vn5ZQ	-0.13523	0.13523
b-93VRhI5SmtBkFeO1PYmw	ZRHDA3fLcwQsrBqUEo8KIg	1.02822	1.02822
5lfc5Vc7NtKHlzLixUZ1fA	KOOtk3mhxPoJtjGGtP54qQ	-0.42055	0.42055
5lfc5Vc7NtKHlzLixUZ1fA	lW0kmB01LDdXJvBpZWKgNg	0.60058	0.60058
NQ1FQJvmmpdt2Amll84gMA	IRYj1b1-mlXqABVsl9SoqQ	-1.10506	1.10506
NQ1FQJvmmpdt2Amll84gMA	rad3s5u3uNco7mZXQ-arOg	-0.07530	0.07530
NQ1FQJvmmpdt2Amll84gMA	thChit1w56sjMYwZwxaP1Q	0.93599	0.93599
NQ1FQJvmmpdt2Amll84gMA	qLa_684GMvVfR4WNHshQSA	-0.08592	0.08592
NQ1FQJvmmpdt2Amll84gMA	nX38puAVP3qV7AjYANkObA	-1.08891	1.08891
NQ1FQJvmmpdt2Amll84gMA	HyfFenprdpIA4rmKu6DW3g	-0.10714	0.10714
PrzowtC0DJ7UIYJ5ydMwig	RhbOa-Ft3sZB4B_1j5LfyA	-1.67627	1.67627
6Mn7lNMKL8vU1bPpWPjWKw	AfWA8pvc5AW9QafQLui7_A	0.00000	0.00000
mP_Rd_iQV1jjaddaviu0Kg	t65wgP7lQrCqxjBpMwOdbw	0.48885	0.48885
38ei7Gi1n8JdcG93xzcv0Q	uqxw_geNvNbPs_YY4TAhCA	0.53950	0.53950
IxmLUff2CYzBw2fMTSrwzg	05fTEsjUPVo5jks8PpNKCQ	0.00000	0.00000
ZytTP_2ofL7vZcWAa3ARPg	1_tzgIokeCFWkeLpPzMFqw	1.31329	1.31329
t7TUopLpmp5i2qfUw0TmvA	PNThcRNEFI3azvfhvhd_KA	2.24358	2.24358
t7TUopLpmp5i2qfUw0TmvA	JauLZ0TL3D3VIGtSnStzhA	-0.78356	0.78356
mwbpjCuUK_7LcmcvviT19g	pVH6ngKnMdJSpkFEw0XKlQ	-0.10351	0.10351
mwbpjCuUK_7LcmcvviT19g	2e2e7WgqU1BnpxmQL5jbfw	-0.49111	0.49111
f-szx4elIV9GaF4PE5Hs5g	BsPVtrxmqHeZ7BwORWLvrA	-0.49851	0.49851
dmVQgFJ31R0alu46PauDBg	QJlab4DqvBRJPUfg7Vn5ZQ	-0.64618	0.64618
faViT3oFK9fAalx3Ch6DQg	Hl8ChFS_0BgSKYxNAdOzbQ	0.28889	0.28889
faViT3oFK9fAalx3Ch6DQg	GH24nKQEuoBf-SvLlim8rQ	-3.74143	3.74143
Z2plM53IU6v6rVgBSgkopg	xNcqwYAUeVOhe3KNC4Xjaw	-1.07811	1.07811
Z2plM53IU6v6rVgBSgkopg	aGbjLWzcrnEx2ZmMCFm3EA	1.07245	1.07245
oXuY865XGZMpmBtIrjxYyA	XDYnLQC8ViZejuCDp4eCwg	-0.34286	0.34286
0T787q7R18uZozJ5C1BDpQ	CZjcFdvJhksq9dy58NVEzw	-1.16084	1.16084
0T787q7R18uZozJ5C1BDpQ	LTMEAdWM4m5tIDCSrkALIg	1.80175	1.80175
mb8G_uAvKfJ0YMIo-eYA1w	NCVmm5-crBCYCzNumZ90FA	0.50122	0.50122
