--5jkZ3-nUPZxUvtcbr8Uw	-111.92691	33.463375	"Greek"
--BlvDO_RG2yElKu9XA1_g	-111.897835	33.620567	"Sushi Bars"
--qeSYxyn62mMjWvznNTdg	-111.712173	32.879219	"Chinese"
-0bUDim5OGuv8R0Qqq6J4A	-112.099182	33.539688	"Breakfast & Brunch"
-0HGqwlfw3I8nkJyMHxAsQ	-111.981476	33.331158	"Fast Food"
-1bOb2izeJBZjHC7NWxiPA	-112.077141	33.479996	"Breakfast & Brunch"
-1qDklczWpxON-3_Nj9NgA	-111.947037	33.407372	"Fast Food"
-2gyHPSL8pJjkSe5Ozzw6Q	-111.927773	33.479935	"Mexican"
-3frEL8Vo8kyq4kfgTn0GA	-111.947945	33.304775	"Mexican"
-3WVw1TNQbPBzaKCaQQ1AQ	-112.069183	33.485851	"Chinese"
-3xbryp44xhpN4BohxXDdQ	-111.975616	33.675262	"Steakhouses"
-4A5xmN21zi_TXnUESauUQ	-111.925797	33.477177	"Breakfast & Brunch"
-4BtfPW3_v092G8pqHrv4w	-111.86219	33.30558	"Fast Food"
-5rFC4EVrT-v8g1PSEf6Xg	-112.340851	33.482388	"Asian Fusion"
-6n29ZcBHteJ9eEexoRQ7g	-111.855949	33.725967	"Italian"
-6Roo-EHgSdUa4rP3tWyRw	-111.893066	33.306412	"Breakfast & Brunch"
-7Ntq_Z_4_Diy8d8H0YASA	-112.128738	33.800095	"Sandwiches"
-7smFzvh2E2fOOYs-0Dl8w	-111.755989	33.379623	"Mexican"
-7XuLxfYwZ9x72mEKXdv0A	-112.167717	33.480011	"Chinese"
-87qtIfyeyYR_YU3mPl1pA	-112.028305	33.509132	"Delis"
-8vrk9UzM2oIey95PZOHuA	-112.257286	33.652157	"Fast Food"
-8wyZkzfBmCFkMwCGcR4PQ	-112.047905	33.505882	"Sandwiches"
-98noPZy1sH6NndWmdtuDw	-112.073898	33.449902	"Sandwiches"
-9iYGbkqom5fpj4iiLjsrA	-111.943634	33.318768	"Mexican"
-9pVS__IliMA2aNEYzrQrg	-111.919815	33.500168	"American (Traditional)"
-AAig9FG0s8gYE4f8GfowQ	-112.07431	33.500622	"Pizza"
-aDuOZelvBHWKh-NrXooow	-112.119194	33.60981	"Sandwiches"
-B3bkPTP8jyAs266Dk7VvA	-111.743446	33.305851	"Fast Food"
-bd26a1QEEpqUZjBmtBUiQ	-111.951614	33.421337	"Vegan"
-b_VjHZmA7-8LVWp6z36VA	-112.023598	33.406834	"Burgers"
-cy8EpdXs44iT3FR4En0QA	-111.633507	33.25473	"Delis"
-d1I0dwtCg1IIjnI3DZ38Q	-112.047104	33.408844	"Mexican"
-DGbZCnfEiHUy-ksKeJ72Q	-111.909119	33.412827	"American (Traditional)"
-dunP-FvJHpQmx5qt5Qoqg	-112.200577	33.494858	"Mexican"
-dy88UgxJPIAkgVPkoNU-w	-112.075508	33.449596	"Japanese"
-E6XYf1ce1NCtV3QQI-3xA	-111.857697	33.388374	"Steakhouses"
-EctXOb3B7T177jGYUhjVA	-111.947525	33.407562	"American (Traditional)"
-eEZHb5r8ZIzFfZAtekg1Q	-111.889503	33.629257	"Pizza"
-Eg63HFPmh89Rl3Rhxixzg	-111.717514	33.604595	"Hot Dogs"
-f5EhKQb7jPtDl1eYDwV0w	-112.01001	33.639969	"Chicken Wings"
-fA9y44FrK8nTRxjyntfTw	-112.056717	33.446777	"Soul Food"
-fsCfTYEnJ4s6yStgBnQig	-111.92643	33.615158	"American (New)"
-ftQeUsqwDkExRg6IYrubQ	-112.08358	33.654354	"Mediterranean"
-g0zVR9LswlUud9m1eFuUQ	-111.928825	33.829029	"Creperies"
-g5leVOzKA33Ruabe2Zo9w	-111.789284	33.320152	"Barbeque"
-gefwOTDqW9HWGDvWBPSMQ	-112.074341	33.450459	"Irish"
-GPiLRLH0MWH6Pjs0WDglg	-112.222939	33.638336	"Steakhouses"
-Gse8l_ec33gkWgotCLsew	-111.913017	33.334633	"Chinese"
-GYx5GAx_-4XEsn7mFwdkA	-111.805901	33.383884	"Burgers"
-h-q6zTIdPlkz9BDP11sBg	-112.027496	33.510235	"Vegetarian"
-h1WpfgqAmJcJDqyXXJ2og	-111.691643	33.393738	"Burgers"
-h9LochyBgKpsLwNXfTiOw	-112.167099	33.567497	"Barbeque"
-HnNSLlmNbesJ7NF5CmgFg	-112.118111	33.580605	"Chicken Wings"
-hQ8iZygzi0iiTFUkHgiEA	-111.912766	33.392998	"Breakfast & Brunch"
-hWBlyI2k95yjU-cgwCKJg	-112.039185	33.595959	"Thai"
-hzkQ8YIkExQse3vX0HOcg	-112.083504	33.498859	"Cajun\/Creole"
-I2-9X1hbqTUH3XwvPMJjA	-111.842186	33.326874	"Chicken Wings"
-I3Cu9rLQXtL5us5wdy8tA	-111.442429	33.360622	"Delis"
-IEBe1UpCz8-dTAp8_fClw	-111.968277	33.546001	"Mexican"
-iR3xWy3JK_JEhnGWQj9zg	-112.374657	33.63636	"Mexican"
-j3BF7gOIi-1tAHoFA3WIw	-112.083992	33.508835	"Mexican"
-j7Vu1kzobTtDTlOyL1BAw	-111.807144	33.333275	"Salad"
-jBymA8tI-WURtSBcuUdXQ	-111.840736	33.382675	"Delis"
-JL0CWSLkkzFHZXlctnf8A	-111.914902	33.393497	"Salad"
-JpZiiGPKOuCEiODGNyovw	-112.01075	33.434933	"American (Traditional)"
-KEU36ohRQb19mrbA65Y3Q	-112.139832	33.714329	"Breakfast & Brunch"
-KSjEAnm5w8TBdRVLVwi9Q	-111.914001	33.393009	"Mexican"
